month,year,month_num,dewpoint_2m_c,temperature_2m_c,skin_temperature_c,soil_temperature_layer_1_c,soil_temperature_layer_2_c,soil_temperature_layer_3_c,soil_temperature_layer_4_c
1951-04-01,1951,4,17.720029625709685,24.764966795345572,25.51103129435444,26.033343873886565,25.629382142594977,24.569825404084327,22.807363717147155
1951-05-01,1951,5,18.586602472530842,25.20877793565245,25.939793277701654,26.615769343125976,26.389878086457543,25.53583097286122,23.727831228281616
1951-06-01,1951,6,20.491426630102296,23.935826422707066,24.310124207737886,24.993560040622583,24.963398636330282,24.947616292763826,24.343664197092835
1951-07-01,1951,7,20.465467044648108,23.403796396277926,23.709544770458137,24.42855802937794,24.431369374632936,24.45020433633516,24.465189064641265
1951-08-01,1951,8,20.5937875100945,24.181571455009305,24.53258200983754,25.190612687818145,25.104411355349498,24.87041145629405,24.542970126517275
1951-09-01,1951,9,20.913722806137457,23.441887878083435,23.76575293962901,24.48188927754262,24.542768619689753,24.688193076424284,24.676166521877462
1951-10-01,1951,10,19.4635083753426,22.533233178959506,22.775480901588196,23.482920518365802,23.574458722836766,23.897319691537803,24.487459392741812
1951-11-01,1951,11,18.299459258149,21.675397966425237,21.820200887394776,22.50841897054869,22.679057781604854,23.17943613265959,24.062681662037505
1951-12-01,1951,12,17.78005074760182,21.902501131803092,22.090384071248536,22.695084648162208,22.755703981499607,22.9893148232552,23.588966640869728
1952-01-01,1952,1,16.15059197888121,21.240307253939932,21.595185248629605,22.29117874229155,22.40784545994029,22.67877616912199,23.24971823457082
1952-02-01,1952,2,15.509880564188563,21.9584672633614,22.496065301977296,23.107160183780366,22.9922770118564,22.817434661315588,22.981999016554937
1952-03-01,1952,3,16.985984798661434,24.846897291931782,25.68060215746135,26.204176926818263,25.740929936802615,24.61278306547331,23.290363920565824
1952-04-01,1952,4,18.208997031311185,23.987482143512636,24.659386776869667,25.346557177466764,25.240770681406616,24.972567579348606,24.008903810505615
1952-05-01,1952,5,19.94716815993297,24.24575233549092,24.756038169293276,25.42688995815388,25.338271308486696,25.008019971735564,24.370687333288515
1952-06-01,1952,6,20.8340085022881,23.331398472677677,23.69789809642964,24.45153821976561,24.52386942051686,24.714234488180352,24.609826803543456
1952-07-01,1952,7,20.27030806455565,22.995086445281913,23.335147952660066,24.070820128964385,24.107498004050058,24.235536092281734,24.504164385216825
1952-08-01,1952,8,20.346842040059755,23.249933506570585,23.595481008650665,24.298232628352594,24.268430648003175,24.24428634464323,24.37034301279857
1952-09-01,1952,9,20.64899598362865,22.9364483408379,23.377904489587422,24.110848294036316,24.16854405772807,24.28595619769237,24.354419193850333
1952-10-01,1952,10,18.23561696266887,20.893488576436482,21.071861120118,21.877303983946774,22.160703836200582,22.946419105141445,24.031878074221822
1952-11-01,1952,11,18.241999987764302,21.238396953920358,21.383457780687195,21.975626506521678,22.044870485023523,22.322051729517455,23.28679549083546
1952-12-01,1952,12,16.213500345658815,20.21062743949443,20.386111591192787,21.038151933853783,21.160941285422382,21.643697921764897,22.733150320269715
1953-01-01,1953,1,14.579222619542918,20.161854566366515,20.507936615970095,21.172542266726225,21.253127408905186,21.54047251248045,22.19368595371236
1953-02-01,1953,2,16.50199751768065,22.336814494420537,22.863578577721228,23.336060277689455,23.081195054020668,22.463014740970095,22.07051232441762
1953-03-01,1953,3,16.222341601103665,23.903438119432792,24.669299803922797,25.210475257867586,24.844414207799048,23.89378624828703,22.553114293754902
1953-04-01,1953,4,18.04464756570576,26.6988800120522,27.692382659553687,28.17435812236937,27.58105835821266,25.95403583380238,23.537369039680414
1953-05-01,1953,5,20.0613363076302,25.008864235635315,25.61859713011455,26.397401517839683,26.373627918216528,26.11204395219511,24.626204681993954
1953-06-01,1953,6,20.74525048025157,23.92183737519582,24.384524199172915,25.146593769883054,25.1660464436913,25.20074442816417,25.008495634910958
1953-07-01,1953,7,20.32279982839418,23.449969563674642,23.78721647568767,24.54492822227388,24.575304325017157,24.696111874143526,24.931991292763826
1953-08-01,1953,8,20.39576537416798,23.99850097273884,24.364636392974262,25.044421205094977,24.986928095328437,24.875246473057018,24.856658902089862
1953-09-01,1953,9,20.77535051481749,23.16584742224211,23.529343561875976,24.299998394063266,24.421565704226225,24.710390755004426,24.865764754735267
1953-10-01,1953,10,19.821619464871276,22.09733968927418,22.300111956734554,22.979957373849857,23.109435069682377,23.54094702855815,24.467578660312256
1953-11-01,1953,11,18.157963611002344,21.163995815387636,21.300448247540658,22.017635326938148,22.23061408727733,22.837502370668574,23.89217553194743
1953-12-01,1953,12,17.34286027279512,20.929878338819037,21.08992943819743,21.689373822313087,21.80748703014882,22.261934824968193,23.289369769234554
1954-01-01,1954,1,16.648990248140194,20.818990125783102,21.12037035196016,21.746164717110446,21.810776523957543,22.01840980906178,22.71574177454488
1954-02-01,1954,2,15.268947606695406,20.853544340678866,21.346584134262457,21.973692882182377,21.907398474207127,21.930172760559458,22.388917009776378
1954-03-01,1954,3,17.657058742108006,23.277647195575582,23.87167727859486,24.357451928959506,24.049862462986994,23.249706954776855,22.4738152392693
1954-04-01,1954,4,18.54150929760914,23.72660555440001,24.39842339069844,25.04619538285533,24.89559751553935,24.40167522146635,23.139081044746035
1954-05-01,1954,5,20.4804328458423,23.4448812295052,23.947872860280484,24.636065516102235,24.590411601593132,24.37993714669392,23.650697511868657
1954-06-01,1954,6,20.691434774495917,22.808890121806485,23.198438570624546,23.922400408978604,23.967172205364136,24.027863805856043,23.881779194400963
1954-07-01,1954,7,20.075530876810888,22.804295422009602,23.105407992059042,23.787681050252104,23.750698620729736,23.73453008760771,23.84412341853465
1954-08-01,1954,8,20.15498383356993,23.282921933119667,23.665876673233186,24.3750241272881,24.339538469068145,24.212891619151378,23.926452722751094
1954-09-01,1954,9,20.64597816078947,22.703373002520607,23.100826483885612,23.79237631227977,23.842372947459864,23.976604407302318,24.004163238119133
1954-10-01,1954,10,19.087809219300652,21.378831726886744,21.58784363223134,22.295477108518526,22.449685465813445,22.92298887009349,23.746364312108483
1954-11-01,1954,11,17.12031433535634,20.72777157920177,20.876211182214206,21.585599335601046,21.73932304412199,22.241985457860267,23.180583230349498
1954-12-01,1954,12,15.306332476323917,19.73745537789989,19.982952637101164,20.683152346808924,20.86947198328602,21.42426119261455,22.558847488009008
1955-01-01,1955,1,15.009052742022334,20.345495920920655,20.696438032253354,21.35581062334819,21.43361252416554,21.602968880004426,22.03914933529512
1955-02-01,1955,2,15.513968629172382,21.021886853342835,21.47233815981059,22.000531526832958,21.857983991104675,21.669620800093014,21.861815297388944
1955-03-01,1955,3,15.819602293583614,22.93733715036467,23.72874814170177,24.267032527102117,23.921445450151737,23.028730820526675,22.051805837656616
1955-04-01,1955,4,16.4325950485146,25.4881604606133,26.53026888734587,27.037892689775845,26.434195058609077,24.882783860794348,22.867858972751094
1955-05-01,1955,5,16.74321686723033,25.80421130151234,26.80167545088591,27.483030639744072,27.154725163040837,26.0917814274178,23.969538667898405
1955-06-01,1955,6,19.347833706012636,24.55599503842012,25.147728823047203,25.951964366557377,25.96404273168315,25.924533245949988,24.853676830462064
1955-07-01,1955,7,20.239826620007875,22.69354562542827,22.989055005628472,23.785704600932377,23.927995377961054,24.378451081636683,24.89524956257344
1955-08-01,1955,8,20.336126044623654,23.536908479957958,23.936265952305234,24.667200232784353,24.646224404426903,24.561650612397216,24.64676201087758
1955-09-01,1955,9,20.620054517729557,23.13122304320433,23.44322768818523,24.125193897746215,24.143540960564337,24.289033860794348,24.562693897746215
1955-10-01,1955,10,19.62526272360759,21.670804222543097,21.917865358261565,22.68086675466185,22.897472064347596,23.475031162820585,24.29360676573515
1955-11-01,1955,11,18.840663771901916,21.51121922719267,21.656697023969798,22.31882284070332,22.439818513850867,22.80631278448027,23.682789863938922
1955-12-01,1955,12,17.332606940093967,20.175872100137042,20.312586261746276,21.03518458331297,21.27248755016643,21.971842995974498,23.127361338831292
1956-01-01,1956,1,14.480215088464206,18.970145864942253,19.145766138899774,19.837590697190706,19.960146423196477,20.486905535740505,22.14619477106993
1956-02-01,1956,2,16.93702647807362,21.848963406054224,22.28304486375538,22.76907130206297,22.554074223338432,22.07742741165822,21.778230877116812
1956-03-01,1956,3,16.69381748758076,22.73782225797771,23.379409672939516,23.94882017178935,23.713353517154474,23.13513483750984,22.18783135828602
1956-04-01,1956,4,17.770611854260494,25.1846802809319,26.063400701106104,26.579135440118478,26.10489523939168,24.767633988657508,22.90685360280446
1956-05-01,1956,5,19.227312931308745,23.647762471246097,24.182213638532744,24.932094913921787,24.939686406433566,24.81425203877501,23.770275372271442
1956-06-01,1956,6,20.147562302699214,22.55791145629405,22.888664265918692,23.583974854089206,23.622184869322666,23.771588034394597,23.91248394063234
1956-07-01,1956,7,19.644607379050058,22.80687352406767,23.10968150450276,23.841540919268823,23.844841692871512,23.85849617022319,23.871175232172618
1956-08-01,1956,8,19.764970236638646,23.49053801175853,23.84624000495546,24.51276857380583,24.417825401025368,24.180783016530484,23.918100130922085
1956-09-01,1956,9,20.17578797963978,22.557636344031437,22.941271313075106,23.691018760400368,23.79003183578459,24.029956112042385,24.04986571309712
1956-10-01,1956,10,19.452233169782744,21.86503615651918,22.190994288983006,22.886211579874725,22.968699565938266,23.24331513526579,23.811929930684755
1956-11-01,1956,11,17.213181261318027,20.652503617181424,20.81014122302031,21.559176322680116,21.80324410697682,22.482048150572666,23.399779451350867
1956-12-01,1956,12,17.1652476813332,20.680057286058684,20.901269340067074,21.49984690069499,21.594662554448917,21.893295481658697,22.771215801194217
1957-01-01,1957,1,16.592218280454688,20.780076366116873,21.09579818116191,21.630680657179937,21.600258861712064,21.68177124119029,22.32286502177959
1957-02-01,1957,2,16.712446162881804,21.639793010045537,22.17156092465251,22.78026869616292,22.696789808878236,22.418382316953796,22.215044339149415
1957-03-01,1957,3,17.004008762296905,23.33905229083058,24.00993141885283,24.54722624131267,24.227228428445585,23.471449923832722,22.500481436900486
1957-04-01,1957,4,18.093616592538694,24.773650898406913,25.645433480569693,26.217258046507936,25.85933221325621,24.884638717758946,23.262091403802856
1957-05-01,1957,5,19.710224043473488,25.2700040836678,25.954429097127104,26.570866777603783,26.331691747320406,25.56723774287883,24.070750729554163
1957-06-01,1957,6,20.935011983347238,24.250292356964565,24.697487817822548,25.438724565020607,25.444862684759244,25.38717953914204,24.692538282473606
1957-07-01,1957,7,20.261628549885017,23.430987773468132,23.758079811998357,24.51476108249318,24.571298851066956,24.750327725810052,24.818037843517573
1957-08-01,1957,8,20.367017576595572,23.65466895525401,24.025648760216825,24.745091224855628,24.721810877239136,24.659150092379605,24.71939986907796
1957-09-01,1957,9,20.867016238314932,23.19251209040965,23.580048721062553,24.316419288677082,24.38646164717113,24.53365397262877,24.680500065766978
1957-10-01,1957,10,18.92761492389394,21.920025725577545,22.129276609607473,22.898815698108365,23.107089254906555,23.719422428665837,24.428514822031616
1957-11-01,1957,11,18.938827421446774,22.28913843786711,22.451737623580698,23.00708910196016,23.016117907877344,23.151221353147037,23.90391320905934
1957-12-01,1957,12,16.440490139548274,20.083227328761268,20.297166209866873,20.987824743356043,21.200997172021857,21.915082881631804,23.316892848840098
1958-01-01,1958,1,15.75276530840108,19.880506489514005,20.17938814573955,20.819951584830164,20.951540322778044,21.406441412367883,22.559412433621276
1958-02-01,1958,2,15.339711489636386,21.026308532571477,21.472611551426724,22.038575977633172,21.93384595854542,21.809182822900368,22.138159542935114
1958-03-01,1958,3,18.70725707529857,24.204287239379426,24.79211171507933,25.204151308303153,24.83027661113698,23.84031237764293,22.480982114452843
1958-04-01,1958,4,19.042761163554758,25.940992950702366,26.743560996537326,27.23917812744719,26.79084053965596,25.490270164447963,23.411042803567966
1958-05-01,1958,5,19.778067415696,24.57233200371968,25.201932821370917,25.94601991514537,25.91307737250395,25.696817339222832,24.379690711873536
1958-06-01,1958,6,21.388789681932792,23.71963750948271,24.04588432819844,24.709271187659112,24.71057964375734,24.684312444939337,24.617472209646678
1958-07-01,1958,7,20.898915304424463,23.33163668663127,23.613188755689634,24.329359506533876,24.36784138391988,24.484003952133946,24.618445522036552
1958-08-01,1958,8,20.72637938497212,23.782830738853306,24.10650480863353,24.77790223362865,24.7203047379723,24.60640501113454,24.546288488951177
1958-09-01,1958,9,21.01612784939067,23.443513889058863,23.772030240554045,24.488110561863778,24.535169097494133,24.649785378022216,24.6315434658257
1958-10-01,1958,10,20.20284055800954,22.68323034945189,22.912413585307377,23.58561960099354,23.674553893708435,23.966083992022334,24.461123368062374
1958-11-01,1958,11,19.469194729774415,22.299479141175652,22.480147027334624,23.14640755769136,23.269598202268526,23.595071877141265,24.15309093119862
1958-12-01,1958,12,17.778855089443027,20.851396017888646,21.077282877349262,21.72123293118642,21.888366402885197,22.468272845597596,23.630283761379246
1959-01-01,1959,1,17.106206754417087,20.662508985598606,20.934701884605033,21.532976802625797,21.636042382965456,22.005118196946,22.9605853792458
1959-02-01,1959,2,17.464105822056126,22.297742435273108,22.76582616269826,23.289367283856222,23.11534854945677,22.75333426885527,22.665208871194693
1959-03-01,1959,3,17.978750244714206,23.164069803188625,23.76238792855571,24.28402276453602,24.076969910862886,23.547108472616515,22.891072215152747
1959-04-01,1959,4,18.85737239685301,23.842733900866335,24.506439462301785,25.134892991080164,24.98350324399229,24.504154252520607,23.412446468774476
1959-05-01,1959,5,19.371257249657447,24.09928019619963,24.670830223424048,25.360032898761744,25.252240702390907,24.831720233579688,23.92789194798604
1959-06-01,1959,6,20.76467772672771,23.92615046250984,24.326833406237768,25.005877766799642,24.95839212846272,24.829095291699332,24.334565800582425
1959-07-01,1959,7,20.106819686949393,23.388577660043097,23.705006087265076,24.43779560707469,24.458917499204688,24.506324370166908,24.458674888043276
1959-08-01,1959,8,20.24784865651918,23.209381117854377,23.578799149312374,24.29098105912294,24.283122484032447,24.332924877337064,24.43540849678203
1959-09-01,1959,9,20.467028818152926,23.40045165059712,23.744390539350036,24.412041160924048,24.38523712038716,24.335049684624607,24.390035430024
1959-10-01,1959,10,20.73313617273152,22.84926681339323,23.157101184722535,23.842428581697845,23.928858760155663,24.14174728214323,24.344905739159174
1959-11-01,1959,11,18.298176229382875,21.235109180758172,21.39164461690001,22.183716910055352,22.45326804308195,23.115872581918097,24.00950584560985
1959-12-01,1959,12,16.48516710919148,20.280153795210992,20.484471967991396,21.088336884238004,21.195430880481638,21.749432607246035,23.19738362311574
1960-01-01,1960,1,16.579966703577725,20.995470531825106,21.368711648700582,22.024668374057853,22.140648171373357,22.368183219031437,22.74660214369618
1960-02-01,1960,2,15.727924907926308,21.43317433284801,21.911856478196,22.41087590085408,22.230717134886447,22.017507807911613,22.42341310505583
1960-03-01,1960,3,15.96900756166798,22.831023754098965,23.589732328577725,24.156943841156078,23.891171247919942,23.284268816990505,22.57015653295076
1960-04-01,1960,4,17.83506153796742,24.146874426451177,24.927019006644002,25.506011212497583,25.210524774251212,24.36576896076008,23.103344172131983
1960-05-01,1960,5,19.63008416638121,25.082977261464862,25.740513157975272,26.3921535459084,26.205200520323558,25.497471070196298,23.89087816446016
1960-06-01,1960,6,20.78817296397807,23.716309587901378,24.143572505750797,24.884304721148226,24.92078204532106,24.976096243025665,24.456671864293753
1960-07-01,1960,7,20.30039223093678,23.311362499694155,23.636576930488957,24.34209401153828,24.329773226434042,24.35831607588591,24.490664001321477
1960-08-01,1960,8,20.716099669024118,23.26648784688234,23.571926504686303,24.296155425619133,24.335943464907984,24.405305212106043,24.443590171055234
1960-09-01,1960,9,20.50121596178792,22.73408099886211,23.112203781139897,23.823655945636744,23.87369406751668,24.042248984436185,24.328732044097535
1960-10-01,1960,10,20.51181380616191,22.758955429901675,23.035863473962422,23.694726371317074,23.75279283874562,23.89643049964519,24.168923747063445
1960-11-01,1960,11,18.687366210172797,21.343351995338196,21.482810588170537,22.171638353746573,22.339618765906437,22.87108384672331,23.799884066660184
1960-12-01,1960,12,16.263662545272155,19.990043803837125,20.184266178665837,20.8676274502007,21.075965818018346,21.78510811013365,23.108635733775486
1961-01-01,1961,1,16.857734114991217,20.434538232001273,20.757703372773108,21.34671872705809,21.427262573720157,21.645786404292323,22.44834967055357
1961-02-01,1961,2,16.93843358457326,21.188547338427497,21.57143841461925,22.073296904059816,21.983504773455877,21.88796893353566,22.1173957364673
1961-03-01,1961,3,18.113543017692848,23.407555244224795,23.953227894662803,24.399152562463314,24.06189265000984,23.24767276820677,22.32724349366191
1961-04-01,1961,4,18.960077023786255,24.316030040194335,24.877689408770607,25.44657759580565,25.21908919678691,24.465963929130794,23.03539450219023
1961-05-01,1961,5,18.95479521247313,25.194770916944037,25.856233137663992,26.481909351752165,26.23268058376567,25.432683948585577,23.842916862947845
1961-06-01,1961,6,20.17684885381999,23.64845225932362,24.002134787037505,24.74217855263805,24.76817752177959,24.84586758057219,24.41233386201793
1961-07-01,1961,7,20.063473732992406,23.11335145237865,23.419111679901675,24.168776345010315,24.232279290757162,24.398325696211828,24.46767329587169
1961-08-01,1961,8,20.239379634274712,23.27264584964763,23.64563460503132,24.331072696933745,24.29851003481059,24.249739647061006,24.362739858126986
1961-09-01,1961,9,20.220763194682377,22.91535206722301,23.23025275150502,23.966313029194396,24.0320065491631,24.203617716694396,24.332766577855864
1961-10-01,1961,10,19.282681424970633,21.80384977455708,22.014222137761863,22.728854630603962,22.885211884238004,23.30918263171742,24.062358371671905
1961-11-01,1961,11,18.44854601544148,21.20257366661366,21.307456249694155,21.973781399887457,22.13969283018065,22.66440972647075,23.546243943324214
1961-12-01,1961,12,17.27945330088835,20.720258662881804,20.863061619028997,21.498769584781257,21.63106053769826,22.080495706795716,22.973512787845095
1962-01-01,1962,1,15.855230191917087,19.951277446224083,20.204699429816003,20.848851564029474,20.97513918118642,21.336986367891086,22.359897923600272
1962-02-01,1962,2,16.24533785085896,22.155337522024297,22.621254573096166,23.063947484338314,22.731141752214683,22.131621659651557,22.06233982692595
1962-03-01,1962,3,16.855366314176308,23.435715536597,24.089051908464683,24.65032069027751,24.388425478416252,23.69696397654417,22.493035816978306
1962-04-01,1962,4,18.3544767399178,23.688250240125797,24.312109069107294,24.9127800830193,24.73816485782106,24.208310493343788,23.154084317798095
1962-05-01,1962,5,18.36996122045076,23.74195926579631,24.278027076093906,24.935762949968193,24.796607955657805,24.37321286003578,23.607642729541908
1962-06-01,1962,6,20.321931857808863,23.672674182960577,24.092810756411552,24.849202767105567,24.86707684330952,24.769870829152808,24.050650710282923
1962-07-01,1962,7,20.00224165830565,23.51903708031523,23.82152310866536,24.488277082211766,24.433087726972417,24.334031253058924,24.186312218578735
1962-08-01,1962,8,20.1344798447289,23.82050850075865,24.22265017038228,24.903624713990325,24.837362998299284,24.655452422976225,24.338958037637042
1962-09-01,1962,9,20.607205302956174,23.263146542494667,23.631063023076592,24.341103875048987,24.37694417763805,24.48425019577138,24.453953625134602
1962-10-01,1962,10,19.938826274349083,22.603917147428092,22.844942637468193,23.563524778839565,23.692078869848785,24.010606103477414,24.34975777120451
1962-11-01,1962,11,16.715238198658994,20.679522929718132,20.802552215886863,21.556742181382162,21.77621026453602,22.46409339516447,23.799882346013646
1962-12-01,1962,12,15.690719750269182,20.422739758711828,20.653783969386268,21.32566661670421,21.456980624755317,21.917161805011744,23.081620818446595
1963-01-01,1963,1,15.964338109338314,20.92489324344166,21.30122406794493,21.894317545700403,21.914996658122107,22.059941436839267,22.57396202953703
1963-02-01,1963,2,15.349555499645192,20.994143530980864,21.409646212130497,22.019663778019776,21.993753326583317,22.011742494922203,22.354977448059458
1963-03-01,1963,3,17.220123496537326,23.412213416760494,24.020883334047085,24.54810071211824,24.279797812561185,23.56918149991435,22.56471451032695
1963-04-01,1963,4,16.895294108200403,24.739778059538992,25.55211306865459,26.083470131105628,25.644858975810052,24.537777980006865,23.160277689408815
1963-05-01,1963,5,18.003421065913813,24.882034997185826,25.68858232490703,26.399443160544763,26.237827228734375,25.60919475271635,24.014583664717122
1963-06-01,1963,6,20.21140899538716,24.83523302907207,25.30740099782207,25.9878700537148,25.907413577660066,25.58936602204875,24.63177154708302
1963-07-01,1963,7,20.057223388863065,23.63904280815632,23.976339045370025,24.728186828565526,24.76276685315929,24.900242114085756,24.862255400535958
1963-08-01,1963,8,20.40118254300853,23.797192019564932,24.182031058817074,24.86676158262776,24.829527173979557,24.773724312659112,24.830350025389123
1963-09-01,1963,9,20.769439711604377,23.012922284896263,23.34379305440001,24.07778205602733,24.209304644675058,24.533969615676426,24.78931203198414
1963-10-01,1963,10,19.172116502300355,22.095755356181485,22.312434653668276,23.029782709108304,23.169982518231222,23.58117153851805,24.41602235463978
1963-11-01,1963,11,18.253632896620502,21.330598372038992,21.44582777628233,22.13462992334331,22.31380333239531,22.82508867065144,23.870164256741873
1963-12-01,1963,12,15.403238906800652,19.664426359387278,19.831842399483662,20.616349201008234,20.916185242511744,21.81077308266447,23.163208715189455
1964-01-01,1964,1,15.941712945685708,20.282891343847893,20.576480291332246,21.085000550606935,21.04902125801442,21.172169459977,22.323618091412982
1964-02-01,1964,2,16.408499114440588,21.977745195954924,22.47310690644582,22.997683092085992,22.840228639511565,22.434064480655366,22.1543410764977
1964-03-01,1964,3,18.049391197019418,24.353280125844265,25.08359535593678,25.534129062255317,25.12390130983266,24.013364108689814,22.59657285446849
1964-04-01,1964,4,18.401989908599262,25.452910722151557,26.276704854823322,26.764471440326474,26.33249987764293,25.266585159003057,23.48417104603078
1964-05-01,1964,5,19.25143161615358,25.22738061007243,25.971397730887873,26.711587751443858,26.611966905466943,26.149265742768705,24.47410813154613
1964-06-01,1964,6,20.35380607013508,23.403026120179163,23.81855250801442,24.608613938919348,24.692287259262457,24.890767087167205,24.82503838953602
1964-07-01,1964,7,20.164054126186898,23.257520793057495,23.579032010143408,24.304669949405366,24.329890612764302,24.439342850675416,24.72551313503328
1964-08-01,1964,8,20.083606826913694,23.76096399795665,24.111912609509602,24.813140883479377,24.77357882243541,24.65284105508516,24.616526236418395
1964-09-01,1964,9,20.37589420088591,23.205778084010376,23.59853936227489,24.334036988547382,24.38053994652995,24.53349624669636,24.629813451326356
1964-10-01,1964,10,17.893294334561006,21.452971327146145,21.63650829581053,22.408998484301605,22.63622190375395,23.31332059545076,24.32719741857136
1964-11-01,1964,11,18.107886296618062,21.444000449662326,21.605276649373536,22.2244027444695,22.33949029096516,22.70333744249217,23.67148598093678
1964-12-01,1964,12,17.623951208582127,20.530943571970454,20.636327819107294,21.294833777897452,21.475118342245025,22.047362172388944,23.123717200653402
1965-01-01,1965,1,15.82507184655202,19.848667072484375,20.098523111724262,20.748036206991515,20.855876772648344,21.290267181993954,22.44476231371135
1965-02-01,1965,2,16.796226928041847,21.579775902995323,22.003819299995143,22.58247139138365,22.52384189017232,22.330819188344265,22.15085791436229
1965-03-01,1965,3,16.283615353673156,23.149669138789648,23.818844062010612,24.28205549199788,23.87174954574931,22.964183633516086,22.308308734460695
1965-04-01,1965,4,16.4866168494886,25.07737560107921,26.062778018243478,26.682070633687374,26.269810032975272,25.06697314567839,23.09277710821266
1965-05-01,1965,5,18.54663873611247,25.01573764499318,25.770107322459864,26.425750125416016,26.218763994591825,25.62207245374907,24.0409867946114
1965-06-01,1965,6,20.118826358469562,23.839274063050652,24.24991343236104,25.036528217073737,25.118722163762754,25.20897695710164,24.63233190430452
1965-07-01,1965,7,19.880388720817848,23.442050574772452,23.71084577042143,24.370868765906437,24.326525601691003,24.32415416840007,24.57870833741191
1965-08-01,1965,8,19.843524824723488,23.55131679167482,23.84959105967357,24.547582988694217,24.54171061325377,24.551010898957543,24.5494988330193
1965-09-01,1965,9,20.230170160471346,23.389427850614254,23.714466393096643,24.407201938136268,24.439706098277213,24.523316328247404,24.54481504196849
1965-10-01,1965,10,19.56480857233754,22.107554403019776,22.338651762553866,23.095828388067787,23.287982928127462,23.797498677014005,24.387371678005138
1965-11-01,1965,11,18.44972829079387,21.642447202917026,21.79356432312062,22.412250506252462,22.497486938380973,22.811001546287685,23.818837179424463
1965-12-01,1965,12,17.317927722139302,20.980135173991812,21.15633129098967,21.794732833300714,21.960183130322548,22.46010398058195,23.31912796868886
1966-01-01,1966,1,16.059325063013944,20.300606929387754,20.60671893353566,21.264031145996512,21.42075910336729,21.848624821052795,22.78065240034016
1966-02-01,1966,2,16.729838458056008,21.709919680219798,22.155620281604854,22.58411231462901,22.373846057960577,22.111828680195288,22.390273643977594
1966-03-01,1966,3,16.607591492511744,21.950729133528284,22.582233559795952,23.163819544709327,23.040969588146083,22.703627275841825,22.461597884140076
1966-04-01,1966,4,19.29408663493541,24.346700373495025,24.891677691550058,25.387819619653044,25.09719764034361,24.224678047915063,22.866374819523344
1966-05-01,1966,5,19.65786993135771,24.48825624327037,25.017367097261683,25.61931884574443,25.421257517313563,24.807405586212838,23.567217859852235
1966-06-01,1966,6,20.35257944033873,23.574070047902808,23.951412994934458,24.68455218835652,24.735362689347596,24.81223888232921,24.130025282033102
1966-07-01,1966,7,20.585571996439455,23.85106393310741,24.174801666809458,24.8094361403069,24.72477536003578,24.51407645635527,24.29910461377989
1966-08-01,1966,8,20.212753011513826,23.946295983322727,24.263317651233365,24.956097933082958,24.91670908379018,24.81353491153584,24.475268229676487
1966-09-01,1966,9,20.704791771180055,23.10885368233653,23.470960877850928,24.182305597530842,24.24237814763609,24.406445427209803,24.529944641065526
1966-10-01,1966,10,19.64666661058635,22.495722510950998,22.71259260902019,23.46296790114775,23.624233968162685,24.02418869604054,24.399308376566182
1966-11-01,1966,11,16.266541951656734,20.317150372271442,20.459921783232232,21.253157998176903,21.528423971894597,22.31993533427959,23.785463136868657
